Episode,Steps,Reward,MaxReward,Epsilon,AvgLoss,AvgQValue
409,62,-4571,-1971,0.7418,143.4191,13.8263
410,174,-3253,-1971,0.7401,140.3558,15.2125
411,89,-3358,-1971,0.7392,139.3826,16.3866
412,35,-4885,-1971,0.7389,132.5226,15.8155
413,60,-4518,-1971,0.7383,134.2109,16.5296
414,26,-4811,-1971,0.7380,124.1213,16.5350
415,33,-4973,-1971,0.7376,132.0234,16.4816
416,56,-4593,-1971,0.7371,142.1501,16.0565
417,83,-4427,-1971,0.7363,132.0815,16.1012
418,19,-4876,-1971,0.7361,144.5544,15.7237
419,41,-4895,-1971,0.7356,138.3465,15.2518
420,41,-4692,-1971,0.7352,144.2364,15.2837
421,58,-4567,-1971,0.7346,134.7478,15.2801
422,26,-4967,-1971,0.7344,134.8848,15.1435
423,114,-3383,-1971,0.7332,134.9688,14.6741
424,53,-4628,-1971,0.7327,138.7439,14.6615
425,33,-4809,-1971,0.7324,134.1720,15.7363
426,71,-3381,-1971,0.7317,133.3321,15.8909
427,79,-4489,-1971,0.7309,141.6529,15.5421
428,71,-4501,-1971,0.7301,133.9424,15.6647
429,96,-3351,-1971,0.7292,130.5176,16.7094
430,91,-3333,-1971,0.7283,134.0401,16.7176
431,190,-3188,-1971,0.7264,135.8257,18.4822
432,62,-4756,-1971,0.7258,137.4566,18.4572
433,25,-4853,-1971,0.7255,134.9207,18.3490
434,92,-3412,-1971,0.7246,128.9314,17.7196
435,29,-4798,-1971,0.7243,133.6818,17.7892
436,91,-3418,-1971,0.7234,135.5505,16.8533
437,76,-4587,-1971,0.7226,129.1501,15.5393
438,28,-4814,-1971,0.7223,124.9040,15.1603
439,50,-4594,-1971,0.7218,135.9775,15.2827
440,112,-3377,-1971,0.7207,128.4561,14.6218
441,24,-4844,-1971,0.7205,147.3815,14.3576
442,75,-3401,-1971,0.7197,137.9205,15.3378
443,23,-4831,-1971,0.7195,124.2847,15.3307
444,71,-4623,-1971,0.7188,133.0004,16.5076
445,14,-4910,-1971,0.7186,129.4947,16.5235
446,55,-4605,-1971,0.7180,122.9531,16.5022
447,94,-3344,-1971,0.7171,127.8524,17.6132
448,113,-3391,-1971,0.7160,129.5724,17.1003
449,43,-4795,-1971,0.7155,134.8887,17.7159
450,96,-3427,-1971,0.7146,131.5127,17.6986
451,32,-4853,-1971,0.7143,127.2946,17.1660
452,84,-3401,-1971,0.7134,131.2692,17.4678
453,23,-4970,-1971,0.7132,118.3728,17.4306
454,23,-4916,-1971,0.7129,121.2104,17.0267
455,95,-4569,-1971,0.7120,126.5427,16.6473
456,16,-4895,-1971,0.7118,135.9132,16.6466
457,29,-4833,-1971,0.7115,127.7869,16.3424
458,16,-4928,-1971,0.7114,118.0965,16.3270
459,22,-4910,-1971,0.7111,124.7205,16.1560
460,15,-4944,-1971,0.7110,130.9317,16.1322
461,48,-4663,-1971,0.7105,128.1248,16.2644
462,25,-4897,-1971,0.7102,128.4922,16.3692
463,26,-4873,-1971,0.7100,127.7000,16.3929
464,93,-3405,-1971,0.7090,122.0791,14.8896
465,98,-3392,-1971,0.7080,124.3328,14.0601
466,58,-4590,-1971,0.7075,129.9701,14.4499
467,49,-4639,-1971,0.7070,124.9081,14.4398
468,47,-4700,-1971,0.7065,131.3249,14.0493
469,102,-3403,-1971,0.7055,119.7052,15.3639
470,57,-4593,-1971,0.7049,126.2237,16.0581
471,89,-3392,-1971,0.7040,127.8383,15.1817
472,131,-3381,-1971,0.7027,126.0702,16.3083
473,90,-3410,-1971,0.7018,118.3445,15.4661
474,20,-4906,-1971,0.7016,128.1708,15.4384
475,136,-3417,-1971,0.7002,114.0652,15.4615
476,139,-3178,-1971,0.6989,124.1581,15.4713
477,32,-4890,-1971,0.6985,123.7169,16.3514
478,24,-4900,-1971,0.6983,135.9646,16.0420
479,57,-4756,-1971,0.6977,132.1981,16.4380
480,103,-4481,-1971,0.6967,126.9280,16.0916
481,96,-3390,-1971,0.6957,121.7086,16.9888
482,14,-4898,-1971,0.6956,124.4759,16.9751
483,112,-4596,-1971,0.6944,119.2789,15.9976
484,104,-4522,-1971,0.6934,121.6741,15.2759
485,66,-4563,-1971,0.6927,126.8704,15.3153
486,67,-4628,-1971,0.6921,133.3017,15.6628
487,47,-4854,-1971,0.6916,116.3174,15.2654
488,36,-4724,-1971,0.6912,122.7781,15.5903
489,29,-4862,-1971,0.6909,124.4525,16.4811
490,83,-3381,-1971,0.6901,122.6805,17.2000
491,31,-4830,-1971,0.6898,119.3746,17.2868
492,20,-4933,-1971,0.6896,133.2089,17.2575
493,191,-3228,-1971,0.6877,122.9642,17.8678
494,75,-4439,-1971,0.6869,110.2498,17.5101
495,55,-4587,-1971,0.6864,114.5541,17.2153
496,85,-3409,-1971,0.6855,119.2069,16.4722
497,49,-4726,-1971,0.6850,119.5772,16.3561
498,43,-4943,-1971,0.6846,107.2058,15.8889
499,74,-4573,-1971,0.6838,122.5041,15.0529
500,21,-4904,-1971,0.6836,111.4746,15.1471
501,40,-4728,-1971,0.6832,108.6758,15.1777
502,27,-4873,-1971,0.6829,112.2595,14.7824
503,17,-4975,-1971,0.6828,108.8401,14.7058
504,38,-4783,-1971,0.6824,109.7773,15.5982
505,50,-4689,-1971,0.6819,110.9043,15.2537
506,78,-3368,-1971,0.6811,110.8076,16.4070
507,33,-4775,-1971,0.6808,118.5237,16.7339
508,21,-4848,-1971,0.6805,112.4510,16.3287
509,45,-4704,-1971,0.6801,120.1307,15.9980
510,76,-4556,-1971,0.6793,114.1007,15.6114
511,59,-4518,-1971,0.6787,106.7910,15.8302
512,19,-4888,-1971,0.6785,111.5751,15.4449
513,329,-263,-263,0.6753,115.1739,16.1155
514,15,-4942,-263,0.6751,106.2166,16.1197
515,21,-4950,-263,0.6749,120.3322,16.2178
516,42,-4676,-263,0.6745,127.4837,15.0256
517,97,-3324,-263,0.6735,113.2572,14.7231
518,104,-3371,-263,0.6724,114.7139,15.3062
519,37,-4680,-263,0.6721,124.3919,17.0694
520,40,-4834,-263,0.6717,105.0350,16.6688
521,32,-4820,-263,0.6713,120.2508,17.4009
522,81,-3356,-263,0.6705,117.3478,17.4779
523,70,-3408,-263,0.6698,117.8140,16.8753
524,43,-4664,-263,0.6694,106.6093,16.4820
525,47,-4751,-263,0.6689,109.7887,16.4706
526,77,-3378,-263,0.6681,107.8704,16.5510
527,34,-4865,-263,0.6678,110.1675,16.4923
528,29,-4801,-263,0.6675,109.3145,16.1007
529,113,-3349,-263,0.6664,115.3174,15.7676
530,23,-4928,-263,0.6661,132.6856,16.1613
531,55,-4557,-263,0.6656,118.9346,16.1549
532,63,-4636,-263,0.6649,107.6833,16.6255
533,12,-4921,-263,0.6648,106.6737,16.6307
534,64,-4480,-263,0.6642,110.8670,17.0993
535,13,-4967,-263,0.6640,110.0373,16.6880
536,75,-3370,-263,0.6633,112.8992,17.7189
537,115,-3351,-263,0.6621,107.3807,17.6088
538,20,-4884,-263,0.6619,113.0278,17.2983
539,37,-4746,-263,0.6615,108.6798,17.2816
540,81,-3342,-263,0.6607,107.6570,17.8454
541,92,-3320,-263,0.6598,103.0567,17.5440
542,48,-4573,-263,0.6593,109.2523,17.9160
543,88,-3320,-263,0.6584,113.4517,17.5221
544,124,-3345,-263,0.6572,108.4845,18.0413
545,30,-4762,-263,0.6569,116.5521,17.6613
546,76,-3341,-263,0.6561,102.9177,17.5406
547,120,-3429,-263,0.6549,106.9262,17.6467
548,121,-3419,-263,0.6537,104.0563,17.5301
549,25,-4830,-263,0.6535,120.9467,17.6065
550,46,-4687,-263,0.6530,108.0338,17.3857
551,170,-1891,-263,0.6513,112.5249,17.3617
552,27,-4870,-263,0.6510,113.8533,15.7815
553,39,-4895,-263,0.6506,104.0886,15.7149
554,65,-4603,-263,0.6500,109.0972,16.0684
555,37,-4854,-263,0.6496,108.9382,16.4490
556,29,-4825,-263,0.6493,114.2516,16.4712
557,15,-4963,-263,0.6492,82.3320,16.0855
558,88,-4476,-263,0.6483,104.4146,15.7106
559,87,-3314,-263,0.6474,108.8341,17.2942
560,33,-4875,-263,0.6471,110.5912,16.7374
561,24,-4819,-263,0.6468,101.2825,16.7342
562,86,-3317,-263,0.6460,104.2838,16.8691
563,42,-4754,-263,0.6455,97.5586,17.0657
564,176,-1932,-263,0.6438,106.6369,16.4422
565,59,-4506,-263,0.6432,108.5085,16.5816
566,86,-4533,-263,0.6423,107.3101,17.0893
567,98,-3339,-263,0.6414,108.2650,17.6148
568,26,-4898,-263,0.6411,95.4158,17.6144
569,56,-4605,-263,0.6405,103.3610,17.5256
570,15,-4947,-263,0.6404,101.0459,17.6753
571,10,-4938,-263,0.6403,107.4095,17.8384
572,105,-3275,-263,0.6392,107.1563,17.5224
573,57,-4689,-263,0.6386,99.2814,17.6210
574,58,-4571,-263,0.6380,108.4195,16.8126
575,121,-3220,-263,0.6368,108.6800,16.7758
576,74,-3396,-263,0.6361,103.5104,16.5438
577,69,-3419,-263,0.6354,100.4301,16.2864
578,27,-4868,-263,0.6351,100.6978,16.3752
579,86,-3430,-263,0.6343,106.3973,14.9157
580,18,-4874,-263,0.6341,108.9038,14.6791
581,108,-3282,-263,0.6330,105.7854,15.0009
582,33,-4779,-263,0.6327,101.3412,15.2677
583,76,-3402,-263,0.6319,94.1159,15.1918
584,87,-3367,-263,0.6310,93.6356,14.7833
585,16,-4983,-263,0.6309,97.4709,14.7582
586,72,-3395,-263,0.6301,105.4473,15.5708
587,278,-1745,-263,0.6274,97.8642,17.7583
588,142,-3329,-263,0.6260,102.0687,17.9642
589,45,-4695,-263,0.6255,102.6939,18.0531
590,66,-4426,-263,0.6248,96.0591,17.7452
591,89,-3425,-263,0.6239,98.8158,16.0710
592,108,-3362,-263,0.6229,99.3004,15.1087
593,28,-4879,-263,0.6226,90.8010,14.3089
594,15,-4918,-263,0.6224,78.7703,14.5703
595,32,-4881,-263,0.6221,94.4157,14.5932
596,90,-3437,-263,0.6212,97.3228,14.4205
597,42,-4708,-263,0.6208,100.1256,14.4664
598,23,-4940,-263,0.6205,97.0529,16.0252
599,83,-3329,-263,0.6197,99.4277,16.2969
600,59,-4631,-263,0.6191,100.4119,17.0477
601,47,-4614,-263,0.6186,101.4425,16.0619
602,250,-1758,-263,0.6161,96.2612,17.9219
603,86,-4475,-263,0.6153,94.6344,16.3713
604,76,-3354,-263,0.6145,90.6914,16.5050
605,189,-1877,-263,0.6126,91.6020,18.4629
606,25,-4930,-263,0.6124,88.3476,18.4819
607,160,-1926,-263,0.6108,94.0122,18.0853
608,86,-3346,-263,0.6099,93.4348,16.9360
609,24,-4847,-263,0.6097,108.5384,16.4973
610,102,-3323,-263,0.6087,93.0728,16.8320
611,38,-4795,-263,0.6083,90.1460,16.4227
612,41,-4834,-263,0.6079,94.5437,16.3591
613,38,-4666,-263,0.6075,90.2065,16.1267
614,54,-4584,-263,0.6069,88.6934,16.8029
615,71,-3386,-263,0.6062,94.0551,16.2748
616,58,-4553,-263,0.6056,92.9440,16.2942
617,68,-4450,-263,0.6050,96.4604,17.0046
618,100,-3342,-263,0.6040,93.6352,16.8131
619,55,-4638,-263,0.6034,83.4929,17.3163
620,64,-4487,-263,0.6028,98.7936,17.0690
621,83,-3326,-263,0.6019,92.8848,16.9625
622,75,-3358,-263,0.6012,90.4601,17.1033
623,16,-4883,-263,0.6010,85.8287,17.2554
624,156,-1841,-263,0.5994,90.8743,17.7399
625,91,-3333,-263,0.5985,94.0691,17.2010
626,89,-3349,-263,0.5976,90.2525,17.9150
627,21,-4896,-263,0.5974,91.5634,17.9092
628,34,-4855,-263,0.5971,92.9178,17.7925
629,54,-4583,-263,0.5965,96.9461,16.1897
630,41,-4703,-263,0.5961,96.3293,15.0152
631,79,-3378,-263,0.5953,94.9154,14.8410
632,18,-4907,-263,0.5951,82.1029,13.9811
633,46,-4661,-263,0.5947,86.9343,14.0931
634,156,-1866,-263,0.5931,90.8772,16.7159
635,64,-4533,-263,0.5925,94.2238,16.7664
636,106,-3333,-263,0.5914,92.3545,18.2032
637,27,-4759,-263,0.5911,84.6340,18.1833
638,17,-4913,-263,0.5910,93.0530,17.8880
639,94,-3362,-263,0.5900,89.3351,17.4461
640,25,-4816,-263,0.5898,90.4070,16.6204
641,23,-4910,-263,0.5895,85.0318,16.2210
642,51,-4811,-263,0.5890,86.9405,15.7416
643,73,-3386,-263,0.5883,89.0472,16.2695
644,55,-4567,-263,0.5877,90.6242,15.6587
645,204,-1650,-263,0.5857,86.1558,17.2454
646,36,-4792,-263,0.5853,93.6618,18.0872
647,46,-4813,-263,0.5849,86.9623,18.0826
648,134,-3116,-263,0.5835,87.1236,17.7247
649,65,-4488,-263,0.5829,88.8698,16.7533
650,199,-3001,-263,0.5809,86.3647,17.3895
651,176,-3096,-263,0.5791,83.7527,16.7230
652,18,-4869,-263,0.5790,86.9292,16.3294
653,72,-3414,-263,0.5782,87.3248,15.9967
654,12,-4924,-263,0.5781,86.5895,15.1942
655,165,-1852,-263,0.5765,83.6664,16.0826
656,123,-3230,-263,0.5752,90.8025,17.7409
657,152,-3157,-263,0.5737,84.6477,15.7701
658,40,-4685,-263,0.5733,93.2486,16.1969
659,74,-3405,-263,0.5726,79.5802,15.2500
660,19,-4895,-263,0.5724,84.1957,15.0496
661,284,-1517,-263,0.5695,81.3475,17.5813
662,17,-4859,-263,0.5694,80.2193,17.2251
663,144,-1861,-263,0.5679,86.8651,16.7489
664,154,-1915,-263,0.5664,87.1564,17.2813
665,83,-3409,-263,0.5656,81.3581,17.4029
666,39,-4722,-263,0.5652,81.0998,17.3571
667,17,-4881,-263,0.5650,79.1304,17.3617
668,57,-4529,-263,0.5644,83.1966,16.8316
669,138,-3026,-263,0.5630,78.7264,17.6859
670,261,-1443,-263,0.5604,81.0421,17.7896
671,46,-4731,-263,0.5600,80.9303,16.6603
672,78,-3327,-263,0.5592,75.2907,16.9668
673,55,-4506,-263,0.5586,80.3781,16.2441
674,23,-4887,-263,0.5584,79.6335,15.8726
675,75,-3360,-263,0.5577,83.3201,16.7851
676,18,-4979,-263,0.5575,84.3427,16.3329
677,152,-1887,-263,0.5560,81.0565,16.3246
678,59,-4506,-263,0.5554,78.6890,16.5621
679,50,-4546,-263,0.5549,81.2978,16.4629
680,68,-4440,-263,0.5542,80.4535,16.4175
681,78,-3372,-263,0.5534,78.5727,17.2896
682,39,-4718,-263,0.5530,74.2255,17.2896
683,109,-3369,-263,0.5519,77.6467,17.2896
684,22,-4944,-263,0.5517,81.6153,17.2896
685,74,-3355,-263,0.5509,78.2479,17.2896
686,42,-4650,-263,0.5505,80.1786,17.2896
687,20,-4905,-263,0.5503,74.9160,17.2896
688,88,-3401,-263,0.5494,82.2117,17.2896
689,36,-4707,-263,0.5491,81.0127,17.2896
690,215,-1786,-263,0.5469,76.4169,17.2896
691,68,-4471,-263,0.5462,78.8468,17.2896
692,84,-4472,-263,0.5454,73.1833,17.2896
693,38,-4665,-263,0.5450,82.6376,17.2896
694,72,-4527,-263,0.5443,73.2588,17.2896
695,73,-3397,-263,0.5436,78.5668,17.2896
696,22,-4895,-263,0.5433,79.1860,17.2896
697,69,-3405,-263,0.5426,76.7107,17.2896
698,69,-4527,-263,0.5419,74.2497,17.2896
699,75,-3363,-263,0.5412,77.0371,17.2896
700,31,-4782,-263,0.5409,77.7907,17.2896
701,49,-4640,-263,0.5404,75.4868,17.2896
702,78,-3361,-263,0.5396,74.7236,17.2896
703,50,-4628,-263,0.5391,74.4894,17.2896
704,150,-3056,-263,0.5376,75.8062,17.2896
705,82,-3295,-263,0.5368,70.5779,17.2896
706,145,-1853,-263,0.5353,70.3077,17.2896
707,143,-1884,-263,0.5339,76.3356,17.2896
708,28,-4801,-263,0.5336,69.1597,17.2896
709,125,-3336,-263,0.5324,70.5264,17.2896
710,76,-3329,-263,0.5316,73.3324,17.2896
711,152,-1872,-263,0.5301,72.4341,17.2896
712,57,-4522,-263,0.5295,75.0696,17.2896
713,78,-3374,-263,0.5287,75.1254,17.2896
714,150,-1900,-263,0.5272,69.7735,17.2896
715,83,-3322,-263,0.5264,70.4756,17.2896
716,120,-3190,-263,0.5252,71.8064,17.2896
717,82,-3339,-263,0.5244,75.4068,17.2896
718,19,-4872,-263,0.5242,63.9446,17.2896
719,70,-3397,-263,0.5235,82.2019,17.2896
720,21,-4859,-263,0.5233,75.4209,17.2896
721,142,-2978,-263,0.5218,70.4947,17.2896
722,84,-3328,-263,0.5210,74.8293,17.2896
723,119,-3226,-263,0.5198,71.8834,17.2896
724,212,-1497,-263,0.5177,71.3440,17.2896
725,82,-3388,-263,0.5169,70.8740,17.2896
726,71,-4512,-263,0.5162,67.9074,17.2896
727,19,-4880,-263,0.5160,68.2886,17.2896
728,86,-3290,-263,0.5151,71.1543,17.2896
729,58,-4522,-263,0.5145,69.5262,17.2896
730,134,-1900,-263,0.5132,72.5160,17.2896
731,14,-4916,-263,0.5130,71.4449,17.2896
732,35,-4698,-263,0.5127,67.9839,17.2896
733,73,-4439,-263,0.5120,70.1218,17.2896
734,139,-1853,-263,0.5106,70.8617,17.2896
735,176,-1850,-263,0.5088,64.5923,17.2896
736,124,-3020,-263,0.5076,70.6319,17.2896
737,77,-3363,-263,0.5068,69.4995,17.2896
738,82,-3346,-263,0.5060,65.4514,17.2896
739,160,-1883,-263,0.5044,66.6441,17.2896
740,47,-4641,-263,0.5039,67.4306,17.2896
741,34,-4709,-263,0.5036,68.9065,17.2896
742,85,-3272,-263,0.5027,65.0817,17.2896
743,19,-4855,-263,0.5025,63.7928,17.2896
744,89,-3373,-263,0.5016,67.3293,17.2896
745,74,-3331,-263,0.5009,68.7568,17.2896
746,234,-1459,-263,0.4986,70.0450,17.2896
747,123,-3104,-263,0.4973,65.0598,17.2896
748,85,-3383,-263,0.4965,69.4979,17.2896
749,79,-3320,-263,0.4957,66.3411,17.2896
750,46,-4572,-263,0.4952,64.3946,17.2896
751,96,-3296,-263,0.4943,67.9053,17.2896
752,77,-3383,-263,0.4935,65.5096,17.2896
753,227,-1481,-263,0.4912,67.1615,17.2896
754,208,-1669,-263,0.4892,62.9019,17.2896
755,18,-4874,-263,0.4890,56.1016,17.2896
756,218,-1469,-263,0.4868,61.7103,17.2896
757,17,-4873,-263,0.4866,65.5064,17.2896
758,75,-3352,-263,0.4859,64.9390,17.2896
759,98,-3296,-263,0.4849,66.2514,17.2896
760,31,-4741,-263,0.4846,62.5103,17.2896
761,29,-4831,-263,0.4843,59.8092,17.2896
762,198,-1765,-263,0.4823,61.4726,17.2896
763,115,-3139,-263,0.4812,64.5037,17.2896
764,213,-1471,-263,0.4791,63.2041,17.2896
765,49,-4634,-263,0.4786,67.8115,17.2896
766,124,-3163,-263,0.4773,62.5846,17.2896
767,31,-4770,-263,0.4770,57.5711,17.2896
768,114,-3147,-263,0.4759,62.2995,17.2896
769,19,-4944,-263,0.4757,65.4592,17.2896
770,43,-4812,-263,0.4752,60.4576,17.2896
771,53,-4559,-263,0.4747,57.2626,17.2896
772,73,-3369,-263,0.4740,58.0791,17.2896
773,146,-1830,-263,0.4725,65.4560,17.2896
774,74,-3335,-263,0.4718,63.9151,17.2896
775,74,-3365,-263,0.4710,59.1590,17.2896
776,37,-4659,-263,0.4706,62.2583,17.2896
777,196,-1926,-263,0.4687,60.0909,17.2896
778,109,-3313,-263,0.4676,66.0540,17.2896
779,56,-4530,-263,0.4670,63.4921,17.2896
780,25,-4805,-263,0.4668,57.2393,17.2896
781,103,-3323,-263,0.4658,60.1664,17.2896
782,50,-4571,-263,0.4653,59.0135,17.2896
783,136,-3111,-263,0.4639,62.7452,17.2896
784,144,-1901,-263,0.4625,59.6367,17.2896
785,92,-3280,-263,0.4615,56.9418,17.2896
786,136,-1873,-263,0.4602,59.2638,17.2896
787,79,-3342,-263,0.4594,58.5997,17.2896
788,158,-1810,-263,0.4578,59.3184,17.2896
789,136,-3049,-263,0.4565,58.9303,17.2896
790,48,-4656,-263,0.4560,59.4060,17.2896
791,144,-1894,-263,0.4545,56.1834,17.2896
792,120,-1936,-263,0.4533,59.6953,17.2896
793,152,-1824,-263,0.4518,56.4639,17.2896
794,72,-3360,-263,0.4511,55.6236,17.2896
795,202,-1455,-263,0.4491,59.6780,17.2896
796,16,-4874,-263,0.4489,68.1622,17.2896
797,55,-4522,-263,0.4484,57.6587,17.2896
798,23,-4830,-263,0.4481,52.3905,17.2896
799,111,-3124,-263,0.4470,53.3850,17.2896
800,72,-3386,-263,0.4463,58.2414,17.2896
801,118,-3371,-263,0.4451,52.1496,17.2896
802,69,-3385,-263,0.4444,56.1952,17.2896
803,82,-3332,-263,0.4436,52.2836,17.2896
804,80,-3358,-263,0.4428,57.7322,17.2896
805,159,-1858,-263,0.4412,52.5788,17.2896
806,67,-4522,-263,0.4406,51.0199,17.2896
807,44,-4595,-263,0.4401,52.7617,17.2896
808,167,-1893,-263,0.4384,53.3508,17.2896
809,75,-3340,-263,0.4377,53.8482,17.2896
810,74,-3358,-263,0.4369,59.9468,17.2896
811,237,-1470,-263,0.4346,53.6110,17.2896
812,77,-3332,-263,0.4338,51.0879,17.2896
813,12,-4924,-263,0.4337,54.5759,17.2896
814,155,-1897,-263,0.4321,54.3692,17.2896
815,73,-3368,-263,0.4314,54.5172,17.2896
816,265,-249,-249,0.4288,55.0558,17.2896
817,141,-1901,-249,0.4274,56.2443,17.2896
818,158,-1863,-249,0.4258,50.7647,17.2896
819,14,-4913,-249,0.4257,49.0665,17.2896
820,11,-4946,-249,0.4255,49.5370,17.2896
821,76,-3386,-249,0.4248,52.0578,17.2896
822,102,-3216,-249,0.4238,52.6186,17.2896
823,104,-3213,-249,0.4227,52.8185,17.2896
824,17,-4874,-249,0.4225,54.3325,17.2896
825,27,-4819,-249,0.4223,48.9919,17.2896
826,204,-1483,-249,0.4202,52.0641,17.2896
827,14,-4906,-249,0.4201,49.5294,17.2896
