Episode,Steps,Reward,MaxReward,Epsilon,AvgLoss,AvgQValue
1246,182,-278,21928,0.0100,15.1209,17.2896
1247,183,-288,21928,0.0100,15.5692,17.2896
1248,187,-252,21928,0.0100,15.4194,17.2896
1249,188,-259,21928,0.0100,15.7396,17.2896
1250,188,-263,21928,0.0100,15.7671,17.2896
1251,185,-261,21928,0.0100,15.1720,17.2896
1252,185,-270,21928,0.0100,15.2818,17.2896
1253,188,-250,21928,0.0100,15.5580,17.2896
1254,187,-252,21928,0.0100,16.1249,17.2896
1255,192,-266,21928,0.0100,15.4835,17.2896
1256,188,-246,21928,0.0100,15.6658,17.2896
1257,183,-275,21928,0.0100,15.2850,17.2896
1258,186,-264,21928,0.0100,15.5518,17.2896
1259,185,-261,21928,0.0100,16.2479,17.2896
1260,187,-274,21928,0.0100,16.0823,17.2896
1261,184,-278,21928,0.0100,14.7932,17.2896
1262,186,-275,21928,0.0100,15.9928,17.2896
1263,187,-255,21928,0.0100,15.9920,17.2896
1264,189,-276,21928,0.0100,15.0427,17.2896
1265,184,-282,21928,0.0100,15.7330,17.2896
1266,188,-254,21928,0.0100,14.6758,17.2896
1267,187,-250,21928,0.0100,15.3834,17.2896
1268,183,-291,21928,0.0100,14.4112,17.2896
1269,224,-10,21928,0.0100,15.1220,17.2896
1270,184,-274,21928,0.0100,15.0141,17.2896
1271,186,-279,21928,0.0100,15.3249,17.2896
1272,185,-270,21928,0.0100,14.8708,17.2896
1273,184,-284,21928,0.0100,15.0442,17.2896
1274,187,-252,21928,0.0100,15.2317,17.2896
1275,186,-273,21928,0.0100,16.2523,17.2896
1276,482,21904,21928,0.0100,15.0135,17.2896
1277,185,-261,21928,0.0100,15.0675,17.2896
1278,185,-273,21928,0.0100,15.0143,17.2896
1279,192,-238,21928,0.0100,15.2722,17.2896
1280,186,-260,21928,0.0100,16.0832,17.2896
1281,185,-275,21928,0.0100,15.6529,17.2896
1282,184,-292,21928,0.0100,15.0532,17.2896
1283,185,-267,21928,0.0100,15.0833,17.2896
1284,189,-253,21928,0.0100,15.3154,17.2896
1285,185,-277,21928,0.0100,15.1760,17.2896
1286,186,-270,21928,0.0100,15.0950,17.2896
1287,190,-255,21928,0.0100,14.6842,17.2896
1288,66,-3370,21928,0.0100,16.2361,17.2896
1289,183,-279,21928,0.0100,15.2363,17.2896
1290,185,-264,21928,0.0100,15.2181,17.2896
1291,184,-275,21928,0.0100,15.0963,17.2896
1292,184,-278,21928,0.0100,15.3996,17.2896
1293,308,1700,21928,0.0100,15.9841,17.2896
1294,187,-261,21928,0.0100,15.4530,17.2896
1295,184,-266,21928,0.0100,15.3559,17.2896
1296,184,-259,21928,0.0100,15.1477,17.2896
1297,186,-259,21928,0.0100,15.7674,17.2896
1298,185,-274,21928,0.0100,14.9128,17.2896
1299,186,-270,21928,0.0100,15.4053,17.2896
1300,183,-295,21928,0.0100,15.3805,17.2896
1301,190,-232,21928,0.0100,15.0801,17.2896
1302,227,19,21928,0.0100,14.8647,17.2896
1303,189,-259,21928,0.0100,15.2664,17.2896
1304,188,-274,21928,0.0100,15.0036,17.2896
1305,189,-252,21928,0.0100,15.0355,17.2896
1306,184,-280,21928,0.0100,15.8716,17.2896
1307,185,-255,21928,0.0100,14.9821,17.2896
1308,184,-290,21928,0.0100,15.4916,17.2896
1309,183,-274,21928,0.0100,15.5767,17.2896
1310,183,-279,21928,0.0100,15.3625,17.2896
1311,182,-277,21928,0.0100,14.6672,17.2896
1312,185,-262,21928,0.0100,15.4632,17.2896
1313,185,-288,21928,0.0100,15.1337,17.2896
1314,186,-278,21928,0.0100,15.1641,17.2896
1315,187,-269,21928,0.0100,15.2171,17.2896
1316,90,-3151,21928,0.0100,15.0591,17.2896
1317,184,-272,21928,0.0100,15.0060,17.2896
1318,185,-259,21928,0.0100,15.1554,17.2896
1319,184,-277,21928,0.0100,15.6326,17.2896
1320,185,-272,21928,0.0100,14.7908,17.2896
1321,184,-269,21928,0.0100,16.1375,17.2896
1322,185,-270,21928,0.0100,15.1764,17.2896
1323,184,-274,21928,0.0100,15.0088,17.2896
1324,186,-265,21928,0.0100,15.1179,17.2896
1325,185,-267,21928,0.0100,14.7776,17.2896
1326,185,-302,21928,0.0100,15.4649,17.2896
1327,187,-251,21928,0.0100,15.3998,17.2896
1328,182,-276,21928,0.0100,15.1181,17.2896
1329,187,-279,21928,0.0100,15.2497,17.2896
1330,187,-254,21928,0.0100,15.4430,17.2896
1331,181,-290,21928,0.0100,15.0529,17.2896
1332,185,-261,21928,0.0100,15.0849,17.2896
1333,189,-253,21928,0.0100,15.4116,17.2896
1334,183,-279,21928,0.0100,15.0433,17.2896
1335,190,-249,21928,0.0100,15.8066,17.2896
1336,185,-277,21928,0.0100,15.2242,17.2896
1337,184,-280,21928,0.0100,14.8105,17.2896
1338,190,-249,21928,0.0100,15.3467,17.2896
1339,182,-275,21928,0.0100,15.5253,17.2896
1340,189,-246,21928,0.0100,15.0744,17.2896
1341,185,-274,21928,0.0100,15.5328,17.2896
1342,184,-269,21928,0.0100,14.5995,17.2896
1343,187,-263,21928,0.0100,14.9539,17.2896
1344,183,-271,21928,0.0100,15.4146,17.2896
1345,182,-274,21928,0.0100,15.2752,17.2896
1346,184,-274,21928,0.0100,15.3134,17.2896
1347,190,-278,21928,0.0100,15.1089,17.2896
1348,184,-286,21928,0.0100,15.5804,17.2896
1349,185,-264,21928,0.0100,14.6476,17.2896
1350,102,-3037,21928,0.0100,15.4512,17.2896
1351,185,-269,21928,0.0100,15.6093,17.2896
1352,184,-261,21928,0.0100,15.3086,17.2896
1353,186,-266,21928,0.0100,15.5475,17.2896
1354,187,-262,21928,0.0100,15.9024,17.2896
1355,186,-265,21928,0.0100,15.2035,17.2896
1356,184,-273,21928,0.0100,15.1779,17.2896
1357,184,-274,21928,0.0100,15.9215,17.2896
1358,186,-271,21928,0.0100,15.8519,17.2896
1359,184,-274,21928,0.0100,15.1874,17.2896
1360,183,-272,21928,0.0100,16.1905,17.2896
1361,188,-274,21928,0.0100,15.5248,17.2896
1362,185,-264,21928,0.0100,15.7219,17.2896
1363,184,-272,21928,0.0100,15.3305,17.2896
1364,185,-264,21928,0.0100,16.4010,17.2896
1365,186,-253,21928,0.0100,15.7353,17.2896
1366,188,-281,21928,0.0100,14.7937,17.2896
1367,183,-275,21928,0.0100,15.2095,17.2896
1368,185,-268,21928,0.0100,15.5423,17.2896
1369,184,-272,21928,0.0100,15.5959,17.2896
1370,183,-272,21928,0.0100,15.2520,17.2896
1371,186,-258,21928,0.0100,15.6253,17.2896
1372,186,-281,21928,0.0100,15.7969,17.2896
1373,183,-259,21928,0.0100,15.1725,17.2896
1374,183,-264,21928,0.0100,15.3666,17.2896
1375,183,-271,21928,0.0100,15.0072,17.2896
1376,184,-282,21928,0.0100,15.3646,17.2896
1377,182,-294,21928,0.0100,15.3185,17.2896
1378,185,-269,21928,0.0100,15.2483,17.2896
1379,183,-282,21928,0.0100,15.4263,17.2896
1380,186,-259,21928,0.0100,15.1575,17.2896
1381,183,-285,21928,0.0100,15.2797,17.2896
1382,183,-260,21928,0.0100,14.8682,17.2896
1383,184,-276,21928,0.0100,14.9701,17.2896
1384,182,-282,21928,0.0100,15.9523,17.2896
1385,186,-265,21928,0.0100,14.7589,17.2896
1386,183,-294,21928,0.0100,15.3356,17.2896
1387,184,-284,21928,0.0100,15.1964,17.2896
1388,185,-273,21928,0.0100,15.9091,17.2896
1389,183,-273,21928,0.0100,16.6149,17.2896
1390,187,-254,21928,0.0100,15.5691,17.2896
1391,187,-260,21928,0.0100,14.8888,17.2896
1392,185,-272,21928,0.0100,15.2642,17.2896
1393,181,-286,21928,0.0100,15.4533,17.2896
1394,182,-292,21928,0.0100,15.5116,17.2896
1395,182,-278,21928,0.0100,15.4818,17.2896
1396,183,-280,21928,0.0100,15.3969,17.2896
1397,185,-257,21928,0.0100,15.5479,17.2896
1398,185,-268,21928,0.0100,15.2337,17.2896
1399,183,-280,21928,0.0100,15.4631,17.2896
1400,186,-271,21928,0.0100,15.3673,17.2896
1401,183,-273,21928,0.0100,15.5082,17.2896
1402,186,-261,21928,0.0100,15.7283,17.2896
1403,184,-263,21928,0.0100,15.7270,17.2896
1404,185,-260,21928,0.0100,15.1612,17.2896
1405,184,-281,21928,0.0100,15.8277,17.2896
1406,184,-293,21928,0.0100,15.4519,17.2896
1407,183,-274,21928,0.0100,15.4339,17.2896
1408,184,-277,21928,0.0100,16.1804,17.2896
1409,184,-274,21928,0.0100,15.6882,17.2896
1410,183,-264,21928,0.0100,15.9763,17.2896
1411,183,-285,21928,0.0100,15.3301,17.2896
1412,184,-265,21928,0.0100,15.0564,17.2896
1413,185,-260,21928,0.0100,15.4308,17.2896
1414,185,-259,21928,0.0100,15.2527,17.2896
1415,184,-268,21928,0.0100,14.9820,17.2896
1416,183,-291,21928,0.0100,15.5421,17.2896
1417,186,-263,21928,0.0100,15.2241,17.2896
1418,184,-288,21928,0.0100,15.4680,17.2896
1419,188,-254,21928,0.0100,16.1900,17.2896
1420,184,-273,21928,0.0100,15.0584,17.2896
1421,186,-260,21928,0.0100,15.7940,17.2896
1422,183,-272,21928,0.0100,15.5219,17.2896
1423,193,-232,21928,0.0100,15.5612,17.2896
1424,183,-280,21928,0.0100,15.9374,17.2896
1425,181,-282,21928,0.0100,16.0619,17.2896
1426,183,-284,21928,0.0100,15.9023,17.2896
1427,185,-260,21928,0.0100,15.4303,17.2896
1428,186,-265,21928,0.0100,16.0422,17.2896
1429,188,-254,21928,0.0100,16.1185,17.2896
1430,184,-260,21928,0.0100,16.1979,17.2896
1431,187,-251,21928,0.0100,15.9552,17.2896
1432,185,-259,21928,0.0100,15.8711,17.2896
1433,184,-282,21928,0.0100,15.6969,17.2896
1434,184,-265,21928,0.0100,16.0656,17.2896
1435,185,-269,21928,0.0100,15.5685,17.2896
1436,183,-267,21928,0.0100,15.8472,17.2896
1437,184,-279,21928,0.0100,16.0885,17.2896
1438,184,-262,21928,0.0100,15.2088,17.2896
1439,187,-264,21928,0.0100,15.6191,17.2896
1440,187,-267,21928,0.0100,15.8587,17.2896
1441,181,-275,21928,0.0100,15.6036,17.2896
1442,185,-270,21928,0.0100,16.1041,17.2896
1443,185,-267,21928,0.0100,15.7650,17.2896
1444,185,-263,21928,0.0100,15.7809,17.2896
1445,182,-271,21928,0.0100,15.8709,17.2896
1446,184,-277,21928,0.0100,15.3095,17.2896
1447,65,-3380,21928,0.0100,14.7422,17.2896
1448,185,-264,21928,0.0100,16.3535,17.2896
1449,186,-268,21928,0.0100,15.4968,17.2896
1450,183,-271,21928,0.0100,15.5785,17.2896
1451,185,-257,21928,0.0100,15.7737,17.2896
1452,189,-264,21928,0.0100,15.9711,17.2896
1453,186,-263,21928,0.0100,15.4145,17.2896
1454,185,-260,21928,0.0100,15.8453,17.2896
1455,183,-271,21928,0.0100,16.0099,17.2896
1456,186,-256,21928,0.0100,16.0332,17.2896
1457,183,-266,21928,0.0100,15.9288,17.2896
1458,184,-274,21928,0.0100,15.5147,17.2896
1459,184,-264,21928,0.0100,15.7180,17.2896
1460,184,-274,21928,0.0100,15.3925,17.2896
1461,187,-277,21928,0.0100,15.7804,17.2896
1462,184,-274,21928,0.0100,15.5837,17.2896
1463,184,-262,21928,0.0100,16.4665,17.2896
1464,184,-260,21928,0.0100,16.0643,17.2896
1465,187,-271,21928,0.0100,16.0928,17.2896
1466,188,-262,21928,0.0100,16.4225,17.2896
1467,183,-273,21928,0.0100,15.2162,17.2896
1468,187,-256,21928,0.0100,16.5136,17.2896
1469,182,-271,21928,0.0100,15.6203,17.2896
1470,187,-259,21928,0.0100,15.6130,17.2896
1471,185,-266,21928,0.0100,16.1528,17.2896
1472,186,-262,21928,0.0100,16.1390,17.2896
1473,185,-269,21928,0.0100,15.1326,17.2896
1474,186,-266,21928,0.0100,16.0547,17.2896
1475,182,-263,21928,0.0100,16.3251,17.2896
1476,184,-262,21928,0.0100,16.2591,17.2896
1477,187,-245,21928,0.0100,16.1006,17.2896
1478,188,-260,21928,0.0100,16.3044,17.2896
1479,185,-269,21928,0.0100,16.0263,17.2896
1480,185,-269,21928,0.0100,15.6209,17.2896
1481,185,-269,21928,0.0100,16.2158,17.2896
1482,182,-267,21928,0.0100,15.4174,17.2896
1483,185,-270,21928,0.0100,16.1157,17.2896
1484,189,-253,21928,0.0100,15.6760,17.2896
1485,187,-273,21928,0.0100,15.8934,17.2896
1486,182,-272,21928,0.0100,15.9856,17.2896
1487,185,-272,21928,0.0100,15.8980,17.2896
1488,170,-1398,21928,0.0100,16.3130,17.2896
1489,186,-263,21928,0.0100,15.6554,17.2896
1490,186,-250,21928,0.0100,16.3353,17.2896
1491,184,-277,21928,0.0100,16.2492,17.2896
1492,185,-270,21928,0.0100,15.9869,17.2896
1493,95,-3113,21928,0.0100,16.0774,17.2896
1494,185,-257,21928,0.0100,16.2903,17.2896
1495,185,-253,21928,0.0100,16.1067,17.2896
1496,183,-282,21928,0.0100,15.7088,17.2896
1497,183,-268,21928,0.0100,15.8787,17.2896
1498,183,-268,21928,0.0100,16.6013,17.2896
1499,188,-259,21928,0.0100,16.1719,17.2896
1500,171,-1392,21928,0.0100,16.2088,17.2896
1501,185,-267,21928,0.0100,16.4363,17.2896
1502,183,-270,21928,0.0100,16.4813,17.2896
1503,185,-272,21928,0.0100,15.9334,17.2896
1504,186,-253,21928,0.0100,16.4536,17.2896
1505,184,-266,21928,0.0100,15.6556,17.2896
1506,184,-266,21928,0.0100,15.7290,17.2896
1507,185,-266,21928,0.0100,15.9587,17.2896
1508,186,-257,21928,0.0100,15.9455,17.2896
1509,185,-267,21928,0.0100,16.7855,17.2896
1510,72,-3327,21928,0.0100,15.0458,17.2896
1511,184,-276,21928,0.0100,15.7197,17.2896
1512,188,-245,21928,0.0100,16.7198,17.2896
1513,184,-264,21928,0.0100,16.3489,17.2896
1514,187,-240,21928,0.0100,16.6627,17.2896
1515,184,-257,21928,0.0100,15.2620,17.2896
1516,185,-261,21928,0.0100,16.3138,17.2896
1517,185,-264,21928,0.0100,16.0368,17.2896
1518,185,-256,21928,0.0100,15.8808,17.2896
1519,185,-247,21928,0.0100,16.0284,17.2896
1520,187,-254,21928,0.0100,16.4799,17.2896
1521,183,-273,21928,0.0100,16.2978,17.2896
1522,184,-271,21928,0.0100,16.4030,17.2896
1523,186,-259,21928,0.0100,15.8400,17.2896
1524,184,-268,21928,0.0100,16.9372,17.2896
1525,186,-267,21928,0.0100,16.4284,17.2896
1526,185,-268,21928,0.0100,16.3515,17.2896
1527,185,-263,21928,0.0100,16.2217,17.2896
1528,182,-283,21928,0.0100,16.7720,17.2896
1529,186,-258,21928,0.0100,16.1073,17.2896
1530,185,-269,21928,0.0100,16.0727,17.2896
1531,184,-278,21928,0.0100,16.1849,17.2896
1532,185,-253,21928,0.0100,16.1891,17.2896
1533,187,-248,21928,0.0100,15.8501,17.2896
1534,188,-247,21928,0.0100,15.7876,17.2896
1535,184,-268,21928,0.0100,15.8119,17.2896
1536,184,-262,21928,0.0100,15.9744,17.2896
1537,185,-267,21928,0.0100,16.2574,17.2896
1538,183,-263,21928,0.0100,16.0813,17.2896
1539,185,-265,21928,0.0100,16.1540,17.2896
1540,185,-249,21928,0.0100,16.8824,17.2896
1541,186,-260,21928,0.0100,16.2322,17.2896
1542,187,-256,21928,0.0100,16.2868,17.2896
1543,184,-255,21928,0.0100,16.4308,17.2896
1544,183,-262,21928,0.0100,16.4794,17.2896
1545,183,-274,21928,0.0100,16.2303,17.2896
1546,187,-239,21928,0.0100,15.9867,17.2896
1547,65,-3379,21928,0.0100,16.9181,17.2896
1548,182,-268,21928,0.0100,16.3174,17.2896
1549,186,-255,21928,0.0100,15.5589,17.2896
1550,185,-269,21928,0.0100,16.2275,17.2896
1551,184,-270,21928,0.0100,16.2478,17.2896
1552,185,-267,21928,0.0100,16.3068,17.2896
1553,187,-238,21928,0.0100,16.4501,17.2896
1554,182,-273,21928,0.0100,16.2480,17.2896
1150,355,-3606,-3606,0.0100,0.0000,0.8323
1151,57,-4943,-3606,0.0100,0.0000,0.8823
1152,87,-4876,-3606,0.0100,0.0000,0.9083
1153,193,-4668,-3606,0.0100,0.0000,0.8708
1154,39,-4898,-3606,0.0100,0.0000,0.8840
1155,68,-4847,-3606,0.0100,0.0000,0.8806
1156,150,-4788,-3606,0.0100,0.0000,0.9036
1000,192,-250,-250,0.0100,0.0000,17.2896
1001,481,21900,21900,0.0100,0.0000,17.2896
1002,182,-299,21900,0.0100,0.0000,17.2896
1003,181,-294,21900,0.0100,0.0000,17.2896
1004,185,-282,21900,0.0100,0.0000,17.2896
1005,478,21901,21901,0.0100,0.0000,17.2896
1006,184,-278,21901,0.0100,0.0000,17.2896
1007,66,-3374,21901,0.0100,0.0000,17.2896
1008,187,-272,21901,0.0100,0.0000,17.2896
1009,185,-279,21901,0.0100,0.0000,17.2896
1010,185,-256,21901,0.0100,0.0000,17.2896
1011,190,-238,21901,0.0100,0.0000,17.2896
1012,186,-266,21901,0.0100,0.0000,17.2896
1013,186,-276,21901,0.0100,0.0000,17.2896
1014,185,-260,21901,0.0100,0.0000,17.2896
1015,187,-266,21901,0.0100,0.0000,17.2896
1016,189,-249,21901,0.0100,0.0000,17.2896
1017,486,21884,21901,0.0100,0.0000,17.2896
1018,190,-234,21901,0.0100,0.0000,17.2896
1019,480,21895,21901,0.0100,0.0000,17.2896
1020,476,21900,21901,0.0100,0.0000,17.2896
1021,478,21895,21901,0.0100,0.0000,17.2896
1022,189,-264,21901,0.0100,0.0000,17.2896
1023,194,-235,21901,0.0100,0.0000,17.2896
1024,189,-256,21901,0.0100,0.0000,17.2896
1025,184,-279,21901,0.0100,0.0000,17.2896
1026,186,-274,21901,0.0100,0.0000,17.2896
1027,187,-257,21901,0.0100,0.0000,17.2896
1028,185,-258,21901,0.0100,0.0000,17.2896
1029,186,-269,21901,0.0100,0.0000,17.2896
1030,187,-256,21901,0.0100,0.0000,17.2896
1031,322,1736,21901,0.0100,0.0000,17.2896
1032,185,-279,21901,0.0100,0.0000,17.2896
1033,185,-283,21901,0.0100,0.0000,17.2896
1034,186,-268,21901,0.0100,0.0000,17.2896
1035,185,-278,21901,0.0100,0.0000,17.2896
1036,186,-285,21901,0.0100,0.0000,17.2896
1037,185,-282,21901,0.0100,0.0000,17.2896
1038,486,21887,21901,0.0100,0.0000,17.2896
1039,486,21881,21901,0.0100,0.0000,17.2896
1040,191,-238,21901,0.0100,0.0000,17.2896
1041,218,6,21901,0.0100,0.0000,17.2896
1042,189,-255,21901,0.0100,0.0000,17.2896
1043,193,-242,21901,0.0100,0.0000,17.2896
1044,187,-263,21901,0.0100,0.0000,17.2896
1045,185,-281,21901,0.0100,0.0000,17.2896
1046,190,-261,21901,0.0100,0.0000,17.2896
1047,217,-54,21901,0.0100,0.0000,17.2896
1048,71,-3338,21901,0.0100,0.0000,17.2896
1049,484,21882,21901,0.0100,0.0000,17.2896
1050,189,-248,21901,0.0100,0.0000,17.2896
1051,475,21922,21922,0.0100,0.0000,17.2896
1052,186,-270,21922,0.0100,0.0000,17.2896
1053,183,-283,21922,0.0100,0.0000,17.2896
1054,185,-277,21922,0.0100,0.0000,17.2896
1055,184,-275,21922,0.0100,0.0000,17.2896
1056,187,-245,21922,0.0100,0.0000,17.2896
1057,191,-274,21922,0.0100,0.0000,17.2896
1058,182,-285,21922,0.0100,0.0000,17.2896
1059,184,-282,21922,0.0100,0.0000,17.2896
1060,183,-263,21922,0.0100,0.0000,17.2896
1061,183,-276,21922,0.0100,0.0000,17.2896
1062,187,-266,21922,0.0100,0.0000,17.2896
1063,219,-6,21922,0.0100,0.0000,17.2896
1064,185,-271,21922,0.0100,0.0000,17.2896
1000,182,-294,-294,0.0100,0.0000,17.2896
1001,185,-278,-278,0.0100,0.0000,17.2896
1002,184,-269,-269,0.0100,0.0000,17.2896
1003,486,21896,21896,0.0100,0.0000,17.2896
1004,187,-277,21896,0.0100,0.0000,17.2896
1005,302,1658,21896,0.0100,0.0000,17.2896
1006,184,-268,21896,0.0100,0.0000,17.2896
1007,182,-285,21896,0.0100,0.0000,17.2896
1008,186,-270,21896,0.0100,0.0000,17.2896
1009,186,-273,21896,0.0100,0.0000,17.2896
1010,187,-262,21896,0.0100,0.0000,17.2896
1011,184,-284,21896,0.0100,0.0000,17.2896
1012,188,-261,21896,0.0100,0.0000,17.2896
1013,191,-249,21896,0.0100,0.0000,17.2896
1014,187,-252,21896,0.0100,0.0000,17.2896
1015,188,-255,21896,0.0100,0.0000,17.2896
1016,188,-261,21896,0.0100,0.0000,17.2896
1017,183,-295,21896,0.0100,0.0000,17.2896
1018,191,-254,21896,0.0100,0.0000,17.2896
1019,484,21867,21896,0.0100,0.0000,17.2896
1020,187,-271,21896,0.0100,0.0000,17.2896
1021,185,-275,21896,0.0100,0.0000,17.2896
1022,190,-235,21896,0.0100,0.0000,17.2896
1023,190,-252,21896,0.0100,0.0000,17.2896
1024,64,-3392,21896,0.0100,0.0000,17.2896
1025,190,-265,21896,0.0100,0.0000,17.2896
1026,187,-271,21896,0.0100,0.0000,17.2896
1027,303,1708,21896,0.0100,0.0000,17.2896
1028,184,-290,21896,0.0100,0.0000,17.2896
1029,189,-258,21896,0.0100,0.0000,17.2896
1030,184,-277,21896,0.0100,0.0000,17.2896
